Load_Level,Solar_Level,Wind_Level,Solar_Available_MW,Wind_Available_MW,From_Bus,To_Bus,Base_Min_Voltage,Base_Max_Voltage,Weakest_Bus_Before,Base_Solar_Q_MVAr,Base_Wind_Q_MVAr,Base_Solar_Q_Capability_MVAr,Base_Wind_Q_Capability_MVAr,Base_Solar_Q_Margin_MVAr,Base_Wind_Q_Margin_MVAr,Solar_Headroom_MW,Wind_Headroom_MW,Solar_Support_pu,Wind_Support_pu,Final_Min_Voltage,Final_Max_Voltage,Weakest_Bus_After,Solar_Q_MVAr,Wind_Q_MVAr,Solar_Q_Capability_MVAr,Wind_Q_Capability_MVAr,Total_Curtailment_MW,Total_Support_Increase_pu,Action_Type,Status,PowerFlow_Evaluations
0.9,0.6,0.6,97.8,51.0,7,8,0.9465915752996422,1.0005529105589381,7.0,2.105496386063294,24.868983564106557,150.27857465387407,78.36612788698956,148.17307826781078,53.497144322883,0.0,0.0,1.0000000000000067,1.0035172238033851,0.9499999992352434,1.0035172238033851,7.0,1.921195558382351,25.54877819231895,150.27857465387407,78.36612788698956,0.0,0.0035172238033918113,Support Only,Feasible,11
0.9,0.6,0.6,97.8,51.0,5,6,0.9428599891289743,1.000785825931631,5.0,7.063985510123871,-0.579335440112402,150.27857465387407,78.36612788698956,143.2145891437502,77.78679244687716,0.0,0.0,1.0498735016756873,1.0494450688971106,0.9531331025176634,1.0498735016756873,5.0,15.342146456906733,-0.06345197143636483,150.27857465387407,78.36612788698956,0.0,0.09931857057279792,Support Only,Feasible,67
0.9,0.6,0.7,97.8,59.49999999999999,7,8,0.948315838193386,1.0007066512561074,7.0,1.8590510275197687,22.413171910029916,150.27857465387407,72.12489168102786,148.4195236263543,49.711719770997945,0.0,0.0,1.0000000000000027,1.001740242504239,0.9499999990253587,1.0017402425042388,7.0,1.7681759952492087,22.746506414134686,150.27857465387407,72.12489168102786,0.0,0.0017402425042416514,Support Only,Feasible,11
0.9,0.6,0.7,97.8,59.49999999999999,5,6,0.9423833571189368,1.0007686709893486,5.0,7.550421143198918,-0.27491398609907947,150.27857465387407,72.12489168102786,142.72815351067516,71.84997769492878,0.0,0.0,1.0498997585385828,1.0495601553390044,0.952728182049184,1.0499999982205936,5.0,15.693814156556215,0.15370127571125636,150.27857465387407,72.12489168102786,0.0,0.09945991387758712,Support Only,Feasible,67
0.9,0.6,0.8,97.8,68.0,7,8,0.9498377729329217,1.0008250693154679,7.0,1.6692277291192283,20.31970512125828,150.27857465387407,64.17359269980139,148.60934692475485,43.85388757854311,0.0,0.0,1.0000000000000173,1.0001677792311074,0.949999998805375,1.0008305239936945,7.0,1.660483921164655,20.351489431088112,150.27857465387407,64.17359269980139,0.0,0.000167779231124765,Support Only,Feasible,11
0.9,0.6,0.8,97.8,68.0,5,6,0.9417419615935468,1.0006274741138663,5.0,8.330545138475912,0.2837447096235337,150.27857465387407,64.17359269980139,141.94802951539816,63.889847990177856,0.0,0.0,1.049871896149973,1.0494376867863078,0.9521507053461754,1.049871896149973,5.0,16.372246907721745,0.5401666274102865,150.27857465387407,64.17359269980139,0.0,0.09930958293628067,Support Only,Feasible,67
0.9,0.6,0.9,97.8,76.5,5,6,0.9409372224340458,1.0003619591257296,5.0,9.404235194836048,1.0972725480656536,150.27857465387407,53.758720222862465,140.87433945903803,52.66144767479681,0.0,0.0,1.0499384854402967,1.0497300770824722,0.9514560858868765,1.0499384854402969,5.0,17.23374072407333,1.2695914490219238,150.27857465387407,53.758720222862465,0.0,0.0996685625227689,Support Only,Feasible,67
0.9,0.6,1.0,97.8,85.0,5,6,0.9399698172493263,1.0,5.0,10.77262981759577,2.1670775030781826,150.27857465387407,38.951893407124665,139.5059448362783,36.78481590404648,0.0,0.0,1.0499978012578062,1.0369303996929866,0.9499999999591603,1.0499978010396505,5.0,22.787553449651455,-2.1097312099391488,150.27857465387407,38.951893407124665,0.0,0.08692820095079279,Support Only,Feasible,39
0.9,0.7,0.6,114.1,51.0,7,8,0.9461859248097957,1.0000000000000002,7.0,5.629473133783165,25.512225880923964,138.31008640008872,78.36612788698956,132.68061326630556,52.853902006065596,0.0,0.0,1.000000000000009,1.0039353851988264,0.9499999992642199,1.0039353851988266,7.0,5.421399833035508,26.2751783974619,138.31008640008872,78.36612788698956,0.0,0.003935385198835517,Support Only,Feasible,11
0.9,0.7,0.6,114.1,51.0,5,6,0.9418729664830626,1.0006838763465102,5.0,8.773200217317282,-0.40528240594771603,138.31008640008872,78.36612788698956,129.53688618277144,77.96084548104184,0.0,0.0,1.0498809491892136,1.0494794299405914,0.9522801748920259,1.0498809491892138,5.0,16.68908565108535,0.04781874704895017,138.31008640008872,78.36612788698956,0.0,0.099360379129805,Support Only,Feasible,67
